Applicant_ID,Job_ID,Applicant_Text,Job_Text
PWD0001,JOB017,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Customer Support Agent customer service, English, communication, patience Good communication and basic computer skills Handling inquiries, providing support, documenting concerns"
PWD0001,JOB018,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Bakery Assistant baking, food preparation, teamwork, cleanliness Basic baking or food preparation skills Baking assistance, ingredient preparation, cleaning"
PWD0001,JOB019,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Research Assistant writing, research, Word, proofreading Research and documentation skills Online research, organizing information, preparing reports"
PWD0001,JOB020,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Inventory Clerk Excel, inventory, typing, organization Basic computer and inventory knowledge Recording products, updating inventory databases, stock records"
PWD0001,JOB021,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Data Entry Clerk typing, data entry, Microsoft Office, communication College level or graduate Encoding documents, organizing files, spreadsheet use"
PWD0001,JOB022,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Customer Service Representative customer service, communication, computer skills, English Senior High School graduate Answering inquiries, resolving concerns, assisting customers"
PWD0001,JOB023,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Graphic Designer graphic design, Canva, Photoshop, creativity Design-related education or portfolio Creating posters, editing images, social media graphics"
PWD0001,JOB024,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Kitchen Assistant cooking, food preparation, cleanliness, teamwork Basic food preparation skills Food preparation, cleaning, kitchen assistance"
PWD0001,JOB025,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Junior Web Developer HTML, CSS, JavaScript, web development IT or computer-related education Creating webpages, website editing, basic coding"
PWD0001,JOB026,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Accounting Assistant Excel, bookkeeping, accounting, organization Accounting or business-related education Recording transactions, spreadsheets, filing"
PWD0001,JOB027,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Content Writer writing, English, research, proofreading Communication, English, or related education Writing articles, researching, proofreading"
PWD0001,JOB028,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Social Media Assistant social media, Canva, communication, creativity Marketing or related skills preferred Creating posts, managing pages, digital content"
PWD0001,JOB029,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Inventory Assistant inventory, Excel, organization, record keeping Basic computer and inventory skills Recording stocks, checking inventory, updating records"
PWD0001,JOB030,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Online Tutor teaching, communication, patience, English Education or subject-related knowledge Online lessons, explaining topics, preparing materials"
PWD0001,JOB031,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Administrative Assistant typing, Word, Excel, filing, organization Office administration or equivalent experience Document preparation, filing, data entry"
PWD0001,JOB032,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Sales Assistant sales, communication, customer service, persuasion Customer service or sales experience preferred Assisting customers, explaining products, processing sales"
PWD0001,JOB033,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Photo Editor photography, photo editing, Photoshop, creativity Portfolio or relevant experience Editing photographs, enhancing images, organizing media"
PWD0001,JOB034,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Bookkeeping Assistant bookkeeping, Excel, organization, mathematics Accounting or bookkeeping knowledge Recording transactions, organizing financial records"
PWD0001,JOB035,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Office Assistant computer literacy, typing, communication, email Basic computer skills, college level preferred Email handling, encoding documents, file organization"
PWD0001,JOB036,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Junior Programmer programming, Python, Java, problem solving IT or computer-related education Writing basic programs, debugging, testing applications"
PWD0001,JOB037,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Customer Support Agent customer service, English, communication, patience Good communication and basic computer skills Handling inquiries, providing support, documenting concerns"
PWD0001,JOB038,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Bakery Assistant baking, food preparation, teamwork, cleanliness Basic baking or food preparation skills Baking assistance, ingredient preparation, cleaning"
PWD0001,JOB039,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Research Assistant writing, research, Word, proofreading Research and documentation skills Online research, organizing information, preparing reports"
PWD0001,JOB040,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Inventory Clerk Excel, inventory, typing, organization Basic computer and inventory knowledge Recording products, updating inventory databases, stock records"
PWD0001,JOB041,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Data Entry Clerk typing, data entry, Microsoft Office, communication College level or graduate Encoding documents, organizing files, spreadsheet use"
PWD0001,JOB042,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Customer Service Representative customer service, communication, computer skills, English Senior High School graduate Answering inquiries, resolving concerns, assisting customers"
PWD0001,JOB043,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Graphic Designer graphic design, Canva, Photoshop, creativity Design-related education or portfolio Creating posters, editing images, social media graphics"
PWD0001,JOB044,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Kitchen Assistant cooking, food preparation, cleanliness, teamwork Basic food preparation skills Food preparation, cleaning, kitchen assistance"
PWD0001,JOB045,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Junior Web Developer HTML, CSS, JavaScript, web development IT or computer-related education Creating webpages, website editing, basic coding"
PWD0001,JOB046,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Accounting Assistant Excel, bookkeeping, accounting, organization Accounting or business-related education Recording transactions, spreadsheets, filing"
PWD0001,JOB047,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Content Writer writing, English, research, proofreading Communication, English, or related education Writing articles, researching, proofreading"
PWD0001,JOB048,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Social Media Assistant social media, Canva, communication, creativity Marketing or related skills preferred Creating posts, managing pages, digital content"
PWD0001,JOB049,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Inventory Assistant inventory, Excel, organization, record keeping Basic computer and inventory skills Recording stocks, checking inventory, updating records"
PWD0001,JOB050,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Online Tutor teaching, communication, patience, English Education or subject-related knowledge Online lessons, explaining topics, preparing materials"
PWD0001,JOB051,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Administrative Assistant typing, Word, Excel, filing, organization Office administration or equivalent experience Document preparation, filing, data entry"
PWD0001,JOB052,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Sales Assistant sales, communication, customer service, persuasion Customer service or sales experience preferred Assisting customers, explaining products, processing sales"
PWD0001,JOB053,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Photo Editor photography, photo editing, Photoshop, creativity Portfolio or relevant experience Editing photographs, enhancing images, organizing media"
PWD0001,JOB054,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Bookkeeping Assistant bookkeeping, Excel, organization, mathematics Accounting or bookkeeping knowledge Recording transactions, organizing financial records"
PWD0001,JOB055,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Office Assistant computer literacy, typing, communication, email Basic computer skills, college level preferred Email handling, encoding documents, file organization"
PWD0001,JOB056,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Junior Programmer programming, Python, Java, problem solving IT or computer-related education Writing basic programs, debugging, testing applications"
PWD0001,JOB057,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Customer Support Agent customer service, English, communication, patience Good communication and basic computer skills Handling inquiries, providing support, documenting concerns"
PWD0001,JOB058,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Bakery Assistant baking, food preparation, teamwork, cleanliness Basic baking or food preparation skills Baking assistance, ingredient preparation, cleaning"
PWD0001,JOB059,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Research Assistant writing, research, Word, proofreading Research and documentation skills Online research, organizing information, preparing reports"
PWD0001,JOB060,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Inventory Clerk Excel, inventory, typing, organization Basic computer and inventory knowledge Recording products, updating inventory databases, stock records"
PWD0001,JOB061,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Data Entry Clerk typing, data entry, Microsoft Office, communication College level or graduate Encoding documents, organizing files, spreadsheet use"
PWD0001,JOB062,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Customer Service Representative customer service, communication, computer skills, English Senior High School graduate Answering inquiries, resolving concerns, assisting customers"
PWD0001,JOB063,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Graphic Designer graphic design, Canva, Photoshop, creativity Design-related education or portfolio Creating posters, editing images, social media graphics"
PWD0001,JOB064,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Kitchen Assistant cooking, food preparation, cleanliness, teamwork Basic food preparation skills Food preparation, cleaning, kitchen assistance"
PWD0001,JOB065,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Junior Web Developer HTML, CSS, JavaScript, web development IT or computer-related education Creating webpages, website editing, basic coding"
PWD0001,JOB066,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Accounting Assistant Excel, bookkeeping, accounting, organization Accounting or business-related education Recording transactions, spreadsheets, filing"
PWD0001,JOB067,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Content Writer writing, English, research, proofreading Communication, English, or related education Writing articles, researching, proofreading"
PWD0001,JOB068,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Social Media Assistant social media, Canva, communication, creativity Marketing or related skills preferred Creating posts, managing pages, digital content"
PWD0001,JOB069,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Inventory Assistant inventory, Excel, organization, record keeping Basic computer and inventory skills Recording stocks, checking inventory, updating records"
PWD0001,JOB070,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Online Tutor teaching, communication, patience, English Education or subject-related knowledge Online lessons, explaining topics, preparing materials"
PWD0001,JOB071,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Administrative Assistant typing, Word, Excel, filing, organization Office administration or equivalent experience Document preparation, filing, data entry"
PWD0001,JOB072,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Sales Assistant sales, communication, customer service, persuasion Customer service or sales experience preferred Assisting customers, explaining products, processing sales"
PWD0001,JOB073,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Photo Editor photography, photo editing, Photoshop, creativity Portfolio or relevant experience Editing photographs, enhancing images, organizing media"
PWD0001,JOB074,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Bookkeeping Assistant bookkeeping, Excel, organization, mathematics Accounting or bookkeeping knowledge Recording transactions, organizing financial records"
PWD0001,JOB075,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Office Assistant computer literacy, typing, communication, email Basic computer skills, college level preferred Email handling, encoding documents, file organization"
PWD0001,JOB076,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Junior Programmer programming, Python, Java, problem solving IT or computer-related education Writing basic programs, debugging, testing applications"
PWD0001,JOB077,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Customer Support Agent customer service, English, communication, patience Good communication and basic computer skills Handling inquiries, providing support, documenting concerns"
PWD0001,JOB078,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Bakery Assistant baking, food preparation, teamwork, cleanliness Basic baking or food preparation skills Baking assistance, ingredient preparation, cleaning"
PWD0001,JOB079,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Research Assistant writing, research, Word, proofreading Research and documentation skills Online research, organizing information, preparing reports"
PWD0001,JOB080,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Inventory Clerk Excel, inventory, typing, organization Basic computer and inventory knowledge Recording products, updating inventory databases, stock records"
PWD0001,JOB081,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Data Entry Clerk typing, data entry, Microsoft Office, communication College level or graduate Encoding documents, organizing files, spreadsheet use"
PWD0001,JOB082,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Customer Service Representative customer service, communication, computer skills, English Senior High School graduate Answering inquiries, resolving concerns, assisting customers"
PWD0001,JOB083,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Graphic Designer graphic design, Canva, Photoshop, creativity Design-related education or portfolio Creating posters, editing images, social media graphics"
PWD0001,JOB084,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Kitchen Assistant cooking, food preparation, cleanliness, teamwork Basic food preparation skills Food preparation, cleaning, kitchen assistance"
PWD0001,JOB085,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Junior Web Developer HTML, CSS, JavaScript, web development IT or computer-related education Creating webpages, website editing, basic coding"
PWD0001,JOB086,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Accounting Assistant Excel, bookkeeping, accounting, organization Accounting or business-related education Recording transactions, spreadsheets, filing"
PWD0001,JOB087,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Content Writer writing, English, research, proofreading Communication, English, or related education Writing articles, researching, proofreading"
PWD0001,JOB088,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Social Media Assistant social media, Canva, communication, creativity Marketing or related skills preferred Creating posts, managing pages, digital content"
PWD0001,JOB089,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Inventory Assistant inventory, Excel, organization, record keeping Basic computer and inventory skills Recording stocks, checking inventory, updating records"
PWD0001,JOB090,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Online Tutor teaching, communication, patience, English Education or subject-related knowledge Online lessons, explaining topics, preparing materials"
PWD0001,JOB091,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Administrative Assistant typing, Word, Excel, filing, organization Office administration or equivalent experience Document preparation, filing, data entry"
PWD0001,JOB092,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Sales Assistant sales, communication, customer service, persuasion Customer service or sales experience preferred Assisting customers, explaining products, processing sales"
PWD0001,JOB093,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Photo Editor photography, photo editing, Photoshop, creativity Portfolio or relevant experience Editing photographs, enhancing images, organizing media"
PWD0001,JOB094,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Bookkeeping Assistant bookkeeping, Excel, organization, mathematics Accounting or bookkeeping knowledge Recording transactions, organizing financial records"
PWD0001,JOB095,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Office Assistant computer literacy, typing, communication, email Basic computer skills, college level preferred Email handling, encoding documents, file organization"
PWD0001,JOB096,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Junior Programmer programming, Python, Java, problem solving IT or computer-related education Writing basic programs, debugging, testing applications"
PWD0001,JOB097,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Customer Support Agent customer service, English, communication, patience Good communication and basic computer skills Handling inquiries, providing support, documenting concerns"
PWD0001,JOB098,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Bakery Assistant baking, food preparation, teamwork, cleanliness Basic baking or food preparation skills Baking assistance, ingredient preparation, cleaning"
PWD0001,JOB099,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Research Assistant writing, research, Word, proofreading Research and documentation skills Online research, organizing information, preparing reports"
PWD0001,JOB100,"typing, data entry, Microsoft Office, communication, graphic design Senior High School No formal experience Encoding documents, organizing files, spreadsheet use Data Entry Clerk","Inventory Clerk Excel, inventory, typing, organization Basic computer and inventory knowledge Recording products, updating inventory databases, stock records"
PWD0002,JOB001,"customer service, communication, computer skills, English, HTML Senior High School 6 months internship Answering inquiries, resolving concerns, assisting customers Customer Service Representative","Data Entry Clerk typing, data entry, Microsoft Office, communication College level or graduate Encoding documents, organizing files, spreadsheet use"
PWD0002,JOB002,"customer service, communication, computer skills, English, HTML Senior High School 6 months internship Answering inquiries, resolving concerns, assisting customers Customer Service Representative","Customer Service Representative customer service, communication, computer skills, English Senior High School graduate Answering inquiries, resolving concerns, assisting customers"
PWD0002,JOB003,"customer service, communication, computer skills, English, HTML Senior High School 6 months internship Answering inquiries, resolving concerns, assisting customers Customer Service Representative","Graphic Designer graphic design, Canva, Photoshop, creativity Design-related education or portfolio Creating posters, editing images, social media graphics"
PWD0002,JOB004,"customer service, communication, computer skills, English, HTML Senior High School 6 months internship Answering inquiries, resolving concerns, assisting customers Customer Service Representative","Kitchen Assistant cooking, food preparation, cleanliness, teamwork Basic food preparation skills Food preparation, cleaning, kitchen assistance"
PWD0002,JOB005,"customer service, communication, computer skills, English, HTML Senior High School 6 months internship Answering inquiries, resolving concerns, assisting customers Customer Service Representative","Junior Web Developer HTML, CSS, JavaScript, web development IT or computer-related education Creating webpages, website editing, basic coding"
PWD0002,JOB006,"customer service, communication, computer skills, English, HTML Senior High School 6 months internship Answering inquiries, resolving concerns, assisting customers Customer Service Representative","Accounting Assistant Excel, bookkeeping, accounting, organization Accounting or business-related education Recording transactions, spreadsheets, filing"
PWD0002,JOB007,"customer service, communication, computer skills, English, HTML Senior High School 6 months internship Answering inquiries, resolving concerns, assisting customers Customer Service Representative","Content Writer writing, English, research, proofreading Communication, English, or related education Writing articles, researching, proofreading"
PWD0002,JOB008,"customer service, communication, computer skills, English, HTML Senior High School 6 months internship Answering inquiries, resolving concerns, assisting customers Customer Service Representative","Social Media Assistant social media, Canva, communication, creativity Marketing or related skills preferred Creating posts, managing pages, digital content"
PWD0002,JOB009,"customer service, communication, computer skills, English, HTML Senior High School 6 months internship Answering inquiries, resolving concerns, assisting customers Customer Service Representative","Inventory Assistant inventory, Excel, organization, record keeping Basic computer and inventory skills Recording stocks, checking inventory, updating records"
PWD0002,JOB010,"customer service, communication, computer skills, English, HTML Senior High School 6 months internship Answering inquiries, resolving concerns, assisting customers Customer Service Representative","Online Tutor teaching, communication, patience, English Education or subject-related knowledge Online lessons, explaining topics, preparing materials"
PWD0002,JOB011,"customer service, communication, computer skills, English, HTML Senior High School 6 months internship Answering inquiries, resolving concerns, assisting customers Customer Service Representative","Administrative Assistant typing, Word, Excel, filing, organization Office administration or equivalent experience Document preparation, filing, data entry"
PWD0002,JOB012,"customer service, communication, computer skills, English, HTML Senior High School 6 months internship Answering inquiries, resolving concerns, assisting customers Customer Service Representative","Sales Assistant sales, communication, customer service, persuasion Customer service or sales experience preferred Assisting customers, explaining products, processing sales"
PWD0002,JOB013,"customer service, communication, computer skills, English, HTML Senior High School 6 months internship Answering inquiries, resolving concerns, assisting customers Customer Service Representative","Photo Editor photography, photo editing, Photoshop, creativity Portfolio or relevant experience Editing photographs, enhancing images, organizing media"
